pdb_id,chains,is_tcr,is_vhh,is_iglike
8rz0,Hh,False,False,False
8rz2,BC,False,False,False
8tfe,AB,False,False,False
8tfe,CD,False,False,False
8tg9,HL,False,False,False
8tg9,EF,False,False,False
8trv,CG,False,False,False
8trv,DE,False,False,False
8vvk,DC,False,False,False
8vvk,HL,False,False,False
8vvl,HL,False,False,False
8xse,HL,False,False,False
8xse,MN,False,False,False
8xsf,HL,False,False,False
8xsi,HL,False,False,False
8xsj,HL,False,False,False
8xsl,HL,False,False,False
8xsl,MN,False,False,False
8pmz,Bb,False,False,False
8pmz,Dd,False,False,False
8tdx,AD,False,False,False
8tdx,BC,False,False,False
8te7,BC,False,False,False
8vtp,AG,False,False,False
8vu4,BC,False,False,False
8vu4,AG,False,False,False
8vuc,AG,False,False,False
8vuc,BC,False,False,False
8vui,AG,False,False,False
8vvm,AG,False,False,False
8vvm,BC,False,False,False
8vvo,AG,False,False,False
8vvo,BC,False,False,False
8xk5,AB,False,False,False
8xk5,CD,False,False,False
8xk5,IJ,False,False,False
8xk5,NO,False,False,False
8xk5,GH,False,False,False
8xk6,HL,False,False,False
8xn9,HD,False,False,False
8xn9,GE,False,False,False
8xn9,IF,False,False,False
8xnh,ID,False,False,False
8xnh,HE,False,False,False
8xnh,GF,False,False,False
8xqn,Ss,False,False,False
8xqo,Ss,False,False,False
8xqp,Ss,False,False,False
8xqs,Ss,False,False,False
8xqt,Ss,False,False,False
8zbe,Ee,False,False,False
8zcj,Ee,False,False,False
8zqe,Ss,False,False,False
8ut2,HG,False,False,False
8ut2,JI,False,False,False
8ut2,LK,False,False,False
8y6a,CD,False,False,False
8ytn,Aa,False,False,False
8txt,HL,False,False,False
8txt,GI,False,False,False
8txt,JK,False,False,False
8u44,VX,False,False,False
8u44,ST,False,False,False
8u44,UW,False,False,False
7scn,HL,False,False,False
7scn,EF,False,False,False
7scn,JK,False,False,False
7sco,HL,False,False,False
7sco,EF,False,False,False
7sco,JK,False,False,False
8dk5,Kk,False,False,False
8dk5,Nn,False,False,False
8iqr,HL,False,False,False
8iqr,hl,False,False,False
7uij,HL,False,False,False
7uij,AB,False,False,False
8dcn,AB,False,False,False
8dcn,DE,False,False,False
8gv0,AB,False,False,False
8gv0,CD,False,False,False
8gv0,EF,False,False,False
8gv0,GH,False,False,False
8gv2,AB,False,False,False
8ghk,HL,False,False,False
8ghk,MN,False,False,False
8s6e,AB,False,False,False
8tv1,DE,False,False,False
8txm,HL,False,False,False
8txp,HL,False,False,False
8ty7,HL,False,False,False
8yj7,Gg,False,False,False
8yj7,Ee,False,False,False
8yj7,Ff,False,False,False
8yj7,Hh,False,False,False
8c0y,BD,False,False,False
8jr3,AD,False,False,False
8jr3,BC,False,False,False
8khr,HL,False,False,False
8qh0,HL,False,False,False
8qh1,HL,False,False,False
8rgz,DE,False,False,False
8rgz,HL,False,False,False
8rgz,FG,False,False,False
8rh0,HL,False,False,False
8rh0,DE,False,False,False
8rh0,FG,False,False,False
8rh1,DE,False,False,False
8rh1,HL,False,False,False
8rh1,FG,False,False,False
8rh2,HL,False,False,False
8rh2,DE,False,False,False
8rh2,FG,False,False,False
8rp8,AB,False,False,False
8rp8,HL,False,False,False
8rpb,HL,False,False,False
8t51,AB,False,False,False
8t51,CD,False,False,False
8ts0,HL,False,False,False
8u31,CB,False,False,False
8u32,CB,False,False,False
8u32,FE,False,False,False
8urf,HL,False,False,False
8vk1,FE,False,False,False
8vk1,CB,False,False,False
8vk2,FE,False,False,False
8vk2,CB,False,False,False
8wss,Hh,False,False,False
8xxw,HL,False,False,False
8hlc,HL,False,False,False
8hlc,IM,False,False,False
8hlc,JN,False,False,False
8hld,HL,False,False,False
8hld,IM,False,False,False
8hld,JN,False,False,False
8ikg,Ss,False,False,False
8ikh,Ss,False,False,False
8jow,Aa,False,False,False
8jow,Cc,False,False,False
8p2e,AB,False,False,False
8p2e,CD,False,False,False
8p2e,EF,False,False,False
8p2e,GH,False,False,False
8pwu,Bb,False,False,False
8pwu,Dd,False,False,False
8pwu,Jj,False,False,False
8pww,Bb,False,False,False
8pww,Dd,False,False,False
8pwx,Aa,False,False,False
8q5d,BC,False,False,False
8q5d,EF,False,False,False
8r9w,HL,False,False,False
8r9w,DF,False,False,False
8r9w,EG,False,False,False
8r9x,HL,False,False,False
8r9y,BC,False,False,False
8r9y,HL,False,False,False
8r9z,BC,False,False,False
8r9z,HL,False,False,False
8tzn,GH,False,False,False
8tzn,BD,False,False,False
8tzw,HL,False,False,False
8u03,HL,False,False,False
8u08,HL,False,False,False
8v4f,BD,False,False,False
8wsn,BC,False,False,False
8wsn,EF,False,False,False
8wsp,BC,False,False,False
8wsp,EF,False,False,False
8wsu,BC,False,False,False
8wsu,EF,False,False,False
8x0x,GK,False,False,False
8x0x,HL,False,False,False
8x0y,EF,False,False,False
8x0y,GI,False,False,False
8xs3,AB,False,False,False
8yuu,Ss,False,False,False
8jin,Pp,False,False,False
8jin,Bb,False,False,False
8jio,CB,False,False,False
8jsb,Aa,False,False,False
8jsb,Bb,False,False,False
8jsb,Cc,False,False,False
8jsb,Dd,False,False,False
8k9k,Hh,False,False,False
8k9l,Hh,False,False,False
8uwl,Ee,False,False,False
8ykw,Ee,False,False,False
8ykx,Ee,False,False,False
8c2r,FE,False,False,False
8c2r,RL,False,False,False
8g8a,AB,False,False,False
8g8a,HL,False,False,False
8g8c,HL,False,False,False
8g8c,AB,False,False,False
8g8d,HL,False,False,False
8g8d,AB,False,False,False
8jpn,Ss,False,False,False
8jva,BA,False,False,False
8sve,HL,False,False,False
8sve,IM,False,False,False
8th4,CD,False,False,False
8vvb,AB,False,False,False
8vvb,CD,False,False,False
8suo,IM,False,False,False
8suo,HL,False,False,False
8xbe,Ss,False,False,False
8ja5,HL,False,False,False
8ja5,BC,False,False,False
8qrg,HL,False,False,False
8r8k,HL,False,False,False
8t4a,CD,False,False,False
8t4a,HL,False,False,False
8t4a,JM,False,False,False
8t4a,OQ,False,False,False
8t4a,KN,False,False,False
8t4a,PR,False,False,False
8ut3,FI,False,False,False
8ut4,IH,False,False,False
8wnp,BA,False,False,False
8wnp,DC,False,False,False
8wo4,BA,False,False,False
8wo4,DC,False,False,False
8yx1,HL,False,False,False
8yx1,AB,False,False,False
8yx9,BC,False,False,False
8yx9,EF,False,False,False
8yx9,GI,False,False,False
8k0c,EF,False,False,False
8k0c,GH,False,False,False
8k0d,EF,False,False,False
8k0d,CD,False,False,False
8k3c,CD,False,False,False
8sm1,HL,False,False,False
8smm,HL,False,False,False
8smn,HL,False,False,False
8smp,HL,False,False,False
8vzn,BC,False,False,False
8vzo,BD,False,False,False
8c67,HL,False,False,False
8c67,AB,False,False,False
8c67,CD,False,False,False
8c67,EF,False,False,False
8iuy,BC,False,False,False
8iuz,BC,False,False,False
8iv0,BC,False,False,False
8ruu,BC,False,False,False
8ruu,HL,False,False,False
8sgi,HL,False,False,False
8tqi,CD,False,False,False
8tqi,EF,False,False,False
8tqi,HL,False,False,False
8tqi,IJ,False,False,False
8tqk,DE,False,False,False
8tqk,FG,False,False,False
8tqk,HL,False,False,False
8x16,Hh,False,False,False
8x17,Hh,False,False,False
8xi6,DE,False,False,False
8xi6,FG,False,False,False
8xi6,HI,False,False,False
8tfh,HL,False,False,False
8tfl,HL,False,False,False
8j23,Ff,False,False,False
8jg5,CD,False,False,False
8jg5,EF,False,False,False
8khc,HJ,False,False,False
8sef,HL,False,False,False
8sga,HL,False,False,False
8sgg,AB,False,False,False
8sgg,CD,False,False,False
8sgn,HL,False,False,False
8sic,AB,False,False,False
8sic,HL,False,False,False
8y6h,CB,False,False,False
8y6i,CB,False,False,False
8oni,HL,False,False,False
8oni,CD,False,False,False
8iz4,Ee,False,False,False
8onk,HL,False,False,False
8onk,CE,False,False,False
8onk,GF,False,False,False
8onk,KJ,False,False,False
8uky,HL,False,False,False
8uky,BA,False,False,False
8xog,Ee,False,False,False
8xoh,Ee,False,False,False
8xoi,Ee,False,False,False
8xoj,Ee,False,False,False
8j6i,Hh,False,False,False
8j6l,Hh,False,False,False
8p6i,HL,False,False,False
8p6i,hl,False,False,False
8rmo,HL,False,False,False
8vrr,Aa,False,False,False
8vrs,Cc,False,False,False
8vrs,Dd,False,False,False
8x2k,Ee,False,False,False
8iqp,HL,False,False,False
8iqp,hl,False,False,False
8iqq,HL,False,False,False
8iqq,hl,False,False,False
8iqs,HL,False,False,False
8iqs,hl,False,False,False
8tq7,FG,False,False,False
8tq7,HL,False,False,False
8tq8,HL,False,False,False
8tq8,FG,False,False,False
8tq9,HL,False,False,False
8tqa,HL,False,False,False
8rqf,HL,False,False,False
8tnt,ED,False,False,False
8tnt,GF,False,False,False
8iu2,Ss,False,False,False
8j6f,HL,False,False,False
8og0,HL,False,False,False
8r4o,Bb,False,False,False
8r4o,Dd,False,False,False
8r4o,Ff,False,False,False
8r4o,Hh,False,False,False
8r4o,Jj,False,False,False
8r4q,Bb,False,False,False
8r4q,Dd,False,False,False
8r4q,Ff,False,False,False
8r4q,Hh,False,False,False
8r4q,Jj,False,False,False
8r4u,Bb,False,False,False
8r4u,Dd,False,False,False
8r4u,Ff,False,False,False
8r4u,Hh,False,False,False
8t0o,HL,False,False,False
8tnn,HG,False,False,False
8tnn,JI,False,False,False
8too,BA,False,False,False
8too,DC,False,False,False
8too,HE,False,False,False
8too,GF,False,False,False
8u1c,HL,False,False,False
8u1q,HL,False,False,False
8u1s,JK,False,False,False
8u1s,GI,False,False,False
8u1s,EF,False,False,False
8u1s,HL,False,False,False
8vyg,AB,False,False,False
8w0v,HL,False,False,False
8w0w,HL,False,False,False
8w0x,HL,False,False,False
8w0y,AB,False,False,False
8w0y,HL,False,False,False
8gkj,AB,False,False,False
8gkj,CD,False,False,False
8gkk,HL,False,False,False
8gkl,HL,False,False,False
8jxt,Ee,False,False,False
8jxv,Ee,False,False,False
8jxw,Ee,False,False,False
8jxx,Ee,False,False,False
8sxp,HL,False,False,False
8tbq,HL,False,False,False
8tbq,AB,False,False,False
8wu1,HL,False,False,False
8oz3,AB,False,False,False
8oz3,HL,False,False,False
8gdo,HL,False,False,False
8jyq,AB,False,False,False
8jyq,DE,False,False,False
8jyr,HL,False,False,False
8r1c,HL,False,False,False
8r1c,DE,False,False,False
8r1c,FG,False,False,False
8r1d,FG,False,False,False
8r1d,DE,False,False,False
8r1d,HL,False,False,False
8sdf,HL,False,False,False
8sdf,BC,False,False,False
8sdg,GI,False,False,False
8sdg,AB,False,False,False
8siq,HL,False,False,False
8sir,HL,False,False,False
8sis,HL,False,False,False
8sit,HL,False,False,False
8sit,MN,False,False,False
8sit,QS,False,False,False
8u4q,HL,False,False,False
8u4r,HL,False,False,False
8u4s,HL,False,False,False
8u4s,BA,False,False,False
8u4s,FE,False,False,False
8iy9,Hh,False,False,False
8iyh,Hh,False,False,False
8jer,Hh,False,False,False
8sml,CB,False,False,False
8sml,FE,False,False,False
8w9h,HL,False,False,False
8w9h,BA,False,False,False
8xe9,AB,False,False,False
8cma,HL,False,False,False
8gag,Ss,False,False,False
8gat,MN,False,False,False
8gav,HL,False,False,False
8jbf,Ee,False,False,False
8jel,CD,False,False,False
8jel,AB,False,False,False
8jel,FG,False,False,False
8jel,IK,False,False,False
8jen,AB,False,False,False
8jen,CD,False,False,False
8jen,EF,False,False,False
8jen,GH,False,False,False
8jeo,BC,False,False,False
8jeo,EF,False,False,False
8jep,AB,False,False,False
8jep,CD,False,False,False
8jeq,AB,False,False,False
8jt6,Ee,False,False,False
8xjl,Ee,False,False,False
8xjm,Ee,False,False,False
8xjo,Ee,False,False,False
8cii,HL,False,False,False
8cii,AB,False,False,False
8cin,EF,False,False,False
8cin,HL,False,False,False
8cin,JK,False,False,False
8g5a,HL,False,False,False
8g5a,IM,False,False,False
8g5a,JN,False,False,False
8g5b,HL,False,False,False
8g5b,IM,False,False,False
8pwh,BA,False,False,False
8pwh,DC,False,False,False
8vfu,BA,False,False,False
8ssz,GF,False,False,False
8ssz,IH,False,False,False
8ssz,KJ,False,False,False
8st0,GF,False,False,False
8st0,IH,False,False,False
8st0,KJ,False,False,False
8st1,GF,False,False,False
8st1,KJ,False,False,False
8st2,GF,False,False,False
8st2,KJ,False,False,False
8st3,GF,False,False,False
8st3,IH,False,False,False
8st3,KJ,False,False,False
8st4,GF,False,False,False
8st4,IH,False,False,False
8st4,KJ,False,False,False
8cbe,HL,False,False,False
8cbe,AB,False,False,False
8cbf,AB,False,False,False
8cbf,HL,False,False,False
8ds7,HL,False,False,False
8hyl,AB,False,False,False
8hyl,CD,False,False,False
8i7v,Ee,False,False,False
8i7w,Ee,False,False,False
8ia6,Aa,False,False,False
8ia6,Bb,False,False,False
8iec,Nn,False,False,False
8kfx,Ss,False,False,False
8kfy,Ss,False,False,False
8kfz,Ss,False,False,False
8ppm,HL,False,False,False
8sip,HL,False,False,False
8tca,HL,False,False,False
8tjt,DA,False,False,False
8tjt,EB,False,False,False
8tjt,FC,False,False,False
8tjt,HL,False,False,False
8uf7,BA,False,False,False
8vev,AB,False,False,False
8vev,CD,False,False,False
8vev,HL,False,False,False
8i5l,Dd,False,False,False
8i5l,Ee,False,False,False
8c7m,CD,False,False,False
8c7m,HL,False,False,False
8hp9,HL,False,False,False
8hp9,MN,False,False,False
8hp9,PQ,False,False,False
8hp9,EF,False,False,False
8hp9,IJ,False,False,False
8hp9,KO,False,False,False
8hpq,HL,False,False,False
8hpq,MN,False,False,False
8hpq,PQ,False,False,False
8hpq,EF,False,False,False
8hpq,IJ,False,False,False
8hpq,RS,False,False,False
8hpv,MN,False,False,False
8hpv,HL,False,False,False
8hpv,PQ,False,False,False
8hpv,EF,False,False,False
8hpv,IJ,False,False,False
8hpv,RS,False,False,False
8ipc,HL,False,False,False
8p88,CA,False,False,False
8p89,CA,False,False,False
8p89,DB,False,False,False
8bw0,HL,False,False,False
8j20,Bb,False,False,False
8j21,Bb,False,False,False
8j22,Ff,False,False,False
8j24,Gg,False,False,False
8jlw,HL,False,False,False
8jlx,HL,False,False,False
8jnk,IM,False,False,False
8jnk,JN,False,False,False
8jnk,KO,False,False,False
8jnk,LP,False,False,False
8t3q,Nn,False,False,False
8t3s,Nn,False,False,False
8t3v,Nn,False,False,False
8wej,HL,False,False,False
8x2l,HL,False,False,False
8xc4,CD,False,False,False
8xc4,EF,False,False,False
8acf,HL,False,False,False
8aci,HL,False,False,False
8fhy,HL,False,False,False
8fhy,CB,False,False,False
8fhy,FE,False,False,False
8g8n,AB,False,False,False
8g8n,DE,False,False,False
8g8n,GI,False,False,False
8g8n,HL,False,False,False
8g8n,KM,False,False,False
8g8n,OQ,False,False,False
8hrx,HL,False,False,False
8hry,HL,False,False,False
8j9o,BD,False,False,False
8jh7,HL,False,False,False
8jhc,HL,False,False,False
8qy9,HL,False,False,False
8qya,HL,False,False,False
8qyb,HL,False,False,False
8t3o,Nn,False,False,False
8thn,AB,False,False,False
8tm1,HL,False,False,False
8tma,HL,False,False,False
8wdt,CB,False,False,False
8j6j,Hh,False,False,False
8jgf,Ee,False,False,False
8jgg,Ss,False,False,False
8ij3,Ss,False,False,False
8ija,Ss,False,False,False
8ijb,Ss,False,False,False
8ijd,Ss,False,False,False
8kae,HL,False,False,False
8w8r,Ss,False,False,False
8cn9,BA,False,False,False
8cn9,GF,False,False,False
8cn9,LK,False,False,False
8cn9,QP,False,False,False
8go9,BC,False,False,False
8go9,DE,False,False,False
8j8r,DE,False,False,False
8j8r,HL,False,False,False
8j8r,MN,False,False,False
8j8v,BC,False,False,False
8j8v,DE,False,False,False
8j8z,HL,False,False,False
8j8z,IM,False,False,False
8wc6,Ss,False,False,False
7y3n,HL,False,False,False
7y3n,CD,False,False,False
7y3n,FG,False,False,False
7y3o,HL,False,False,False
8b7h,HL,False,False,False
8che,HL,False,False,False
8che,AB,False,False,False
8j97,HL,False,False,False
8jaf,HL,False,False,False
8k5g,HL,False,False,False
8qot,HL,False,False,False
8wc3,Ss,False,False,False
8wc5,Ss,False,False,False
8wc7,Ss,False,False,False
8wc8,Ss,False,False,False
8wc9,Ss,False,False,False
8xbh,Ss,False,False,False
8fja,ED,False,False,False
8fjb,ED,False,False,False
8g4p,CD,False,False,False
8g4p,AB,False,False,False
8hpf,HL,False,False,False
8hpf,MN,False,False,False
8hpu,HL,False,False,False
8hpu,MN,False,False,False
8hq7,MN,False,False,False
8hq7,HL,False,False,False
8hrd,OP,False,False,False
8hrd,DF,False,False,False
8hrd,CE,False,False,False
8hrd,GH,False,False,False
8hrd,LM,False,False,False
8hrd,NQ,False,False,False
8hrd,WX,False,False,False
8hrd,YZ,False,False,False
8tlm,AB,False,False,False
8u1u,Ee,False,False,False
7ycz,DE,False,False,False
7ycz,FG,False,False,False
7ycz,HI,False,False,False
8d01,HL,False,False,False
8d01,AB,False,False,False
8f2j,AB,False,False,False
8f2j,DF,False,False,False
8f2j,HL,False,False,False
8f2j,IJ,False,False,False
8f2t,AB,False,False,False
8f38,DG,False,False,False
8f38,EH,False,False,False
8f38,FI,False,False,False
8r8d,EI,False,False,False
8r8d,HL,False,False,False
8ek5,Ee,False,False,False
8feg,Ff,False,False,False
8hws,HL,False,False,False
8hws,DE,False,False,False
8hws,IJ,False,False,False
8hwt,HL,False,False,False
8hwt,DE,False,False,False
8j6p,Ss,False,False,False
8j6q,Ss,False,False,False
8j6r,Ss,False,False,False
8tui,HL,False,False,False
8ucd,HL,False,False,False
8bk2,HL,False,False,False
8bk2,DE,False,False,False
8bk2,FG,False,False,False
8hnk,Ss,False,False,False
8hnl,Ss,False,False,False
8hnm,Ss,False,False,False
8j1t,HK,False,False,False
8j1v,HK,False,False,False
8j1v,CD,False,False,False
8j1v,FG,False,False,False
8k2x,Ss,False,False,False
8r61,AB,False,False,False
8r61,DE,False,False,False
8r61,GH,False,False,False
8r61,JK,False,False,False
8r61,MN,False,False,False
8r61,PQ,False,False,False
8t58,CB,False,False,False
8t58,FE,False,False,False
8t6i,HL,False,False,False
8t7g,AB,False,False,False
8t7i,AB,False,False,False
8t8i,HL,False,False,False
8t9y,HL,False,False,False
8t9z,HL,False,False,False
8ti4,HL,False,False,False
8tjf,HL,False,False,False
8tjf,BA,False,False,False
8trs,AG,False,False,False
8trt,AG,False,False,False
8trt,BC,False,False,False
8ts5,AG,False,False,False
8ts5,BC,False,False,False
8w8b,Ee,False,False,False
8wpu,Ee,False,False,False
8x0t,HL,False,False,False
8u2c,DC,False,False,False
8u2c,FE,False,False,False
8jlj,Ss,False,False,False
8jlk,Ss,False,False,False
8jln,Ss,False,False,False
8jlq,Ss,False,False,False
8jlr,Ss,False,False,False
8jso,Ss,False,False,False
8wsq,AB,False,False,False
8tfn,HL,False,False,False
8w85,AB,False,False,False
8w85,EF,False,False,False
8w86,AB,False,False,False
8bg1,AB,False,False,False
8bg1,DE,False,False,False
8bg1,GH,False,False,False
8bg1,JK,False,False,False
8bg2,Aa,False,False,False
8bg2,Cc,False,False,False
8bg3,Aa,False,False,False
8bg3,Cc,False,False,False
8bg4,Aa,False,False,False
8bg4,Cc,False,False,False
8bg5,Aa,False,False,False
8bg5,Cc,False,False,False
8ez3,HL,False,False,False
8ez7,HL,False,False,False
8ez8,HL,False,False,False
8g6u,CD,False,False,False
8g6u,GH,False,False,False
8g6u,KL,False,False,False
8hes,HL,False,False,False
8kgz,Aa,False,False,False
8kgz,Bb,False,False,False
8ttw,CD,False,False,False
8ttw,GH,False,False,False
8ttw,KL,False,False,False
8ttw,MN,False,False,False
8ttw,OP,False,False,False
8ttw,QR,False,False,False
8w84,AB,False,False,False
8wrb,Ee,False,False,False
8evg,Mm,False,False,False
8evg,Nn,False,False,False
8evh,Mm,False,False,False
8evh,Nn,False,False,False
8evi,Mm,False,False,False
8evi,Nn,False,False,False
8syp,Mm,False,False,False
8syp,Nn,False,False,False
8bf0,HL,False,False,False
8f7z,EF,False,False,False
8f7z,AB,False,False,False
8f7z,CD,False,False,False
8f7z,GH,False,False,False
8f95,HL,False,False,False
8f95,AB,False,False,False
8f9e,HL,False,False,False
8f9e,AB,False,False,False
8f9f,HL,False,False,False
8f9f,AB,False,False,False
8f9s,HL,False,False,False
8f9s,AB,False,False,False
8f9t,AB,False,False,False
8f9t,HL,False,False,False
8f9u,AB,False,False,False
8f9v,AB,False,False,False
8f9v,CD,False,False,False
8f9v,EF,False,False,False
8f9v,GH,False,False,False
8f9w,AB,False,False,False
8f9w,CD,False,False,False
8f9w,EF,False,False,False
8f9w,GH,False,False,False
8fa6,HL,False,False,False
8fa6,AB,False,False,False
8fa7,HL,False,False,False
8fa8,HL,False,False,False
8fa9,HL,False,False,False
8fan,AB,False,False,False
8fan,CD,False,False,False
8fan,EF,False,False,False
8fas,AB,False,False,False
8fat,AB,False,False,False
8fat,CD,False,False,False
8fb5,AB,False,False,False
8fb5,CD,False,False,False
8fb5,EF,False,False,False
8fb5,GH,False,False,False
8fb6,AB,False,False,False
8fb7,AB,False,False,False
8fb7,HL,False,False,False
8fb8,HL,False,False,False
8fba,AB,False,False,False
8fba,CD,False,False,False
8fdc,AB,False,False,False
8fdd,AB,False,False,False
8g05,Ee,False,False,False
8sg1,Ee,False,False,False
7yfc,Cc,False,False,False
8u4v,HL,False,False,False
7yfd,Cc,False,False,False
7uqc,BA,False,False,False
7uqc,HG,False,False,False
7uqc,JI,False,False,False
7uqc,ED,False,False,False
8b9v,HL,False,False,False
8cdd,ED,False,False,False
8cde,DC,False,False,False
8h8q,HL,False,False,False
8hgl,HL,False,False,False
8hgl,CD,False,False,False
8hgl,FG,False,False,False
8hgm,CD,False,False,False
8k4n,Ee,False,False,False
8tpa,HL,False,False,False
8tpa,DE,False,False,False
8tpa,IJ,False,False,False
8hpt,Hh,False,False,False
8fzo,AB,False,False,False
8fzp,AB,False,False,False
8g19,HL,False,False,False
8g1b,AB,False,False,False
8g1b,CD,False,False,False
8g1c,CD,False,False,False
8g2o,HL,False,False,False
8gje,HL,False,False,False
8gje,GJ,False,False,False
8gje,IK,False,False,False
8i95,Hh,False,False,False
8i97,Hh,False,False,False
8i9l,Hh,False,False,False
8i9s,Hh,False,False,False
8ia2,Hh,False,False,False
8j6d,Hh,False,False,False
8jzz,Hh,False,False,False
8oxv,BC,False,False,False
8oxw,BC,False,False,False
8oxx,BC,False,False,False
8oxy,BC,False,False,False
8eq6,HL,False,False,False
8eqf,HL,False,False,False
8fdo,AB,False,False,False
8fwf,HL,False,False,False
8fxj,HL,False,False,False
8fym,HL,False,False,False
8fym,BA,False,False,False
8fym,ED,False,False,False
8fym,IG,False,False,False
8h2g,Ee,False,False,False
8sgj,HL,False,False,False
8tp2,HL,False,False,False
8tp4,HL,False,False,False
8tp5,EF,False,False,False
8tp5,HL,False,False,False
8tp5,JK,False,False,False
8tp6,HL,False,False,False
8tp6,CD,False,False,False
8tp6,FG,False,False,False
8tp7,DF,False,False,False
8tp7,EG,False,False,False
